0	0	0	0	0	0	0	0	0	0	0	1.30433e-321	1.29445e-321
-0.447882	-0.447882	0	0	0	0	0	0	0	0	0	1.30433e-321	1.14399
1.52468	-0.171635	1.7018	-4.16334e-17	-2.77556e-17	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	3.55758	1.14399
1.60441	0.0152413	1.99883	-0.039564	-0.0219442	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	3.55758	3.19455
3.88374	-0.131344	2.13347	-0.123151	-0.0775257	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	0.581808	3.19455
3.95326	0.0713987	2.28864	0.172024	0.124652	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	0.581808	4.48348
6.85022	0.416207	2.60773	0.11489	0.14871	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	1.03374	4.48348
6.76782	0.441001	2.64256	0.140191	0.136754	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	1.03374	1.60346
9.07098	0.595605	2.69459	-0.077166	-0.128142	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	0.225202	1.60346
9.03662	0.665194	2.74016	0.00239376	-0.0650002	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	0.225202	1.1883
11.5644	1.65683	2.76383	0.632299	0.343401	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	0.734416	1.1883
11.5407	1.61557	2.8459	0.562068	0.250454	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	0.734416	0.572663
13.5993	2.32805	2.54859	0.33369	-0.0456582	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	0.591598	0.572663
13.6104	2.29265	2.62942	0.295088	-0.0891704	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	0.591598	0.645171
16.6134	2.89943	2.87776	0.0680043	-0.175282	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	1.33507	0.645171
16.5493	2.88906	2.87869	0.0736762	-0.169098	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	1.33507	1.01524
19.0069	3.69655	2.86737	0.41212	0.151467	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	0.363049	1.01524
19.0775	3.72017	2.79238	0.450148	0.2005	19.363	3.87122	18.923	3.74161	2.61382	0.95648	0.363049	1.39894
21.324	4.73292	2.8086	0.433615	0.0618963	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	0.105976	1.39894
21.3834	4.74192	2.9229	0.394683	0.0106302	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	0.105976	0.846632
24.0648	5.56863	3.00405	0.209672	-0.113628	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	0.28214	0.846632
24.1716	5.60383	3.15706	0.201067	-0.116633	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	0.28214	3.03174
26.6063	6.95222	3.14872	0.628973	0.229006	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	0.393	3.03174
26.5941	6.94267	3.23871	0.583641	0.154563	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	0.393	0.12618
29.5664	8.08636	3.25722	0.254317	-0.158565	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	0.703774	0.12618
29.5549	8.08662	3.19627	0.257842	-0.157442	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	0.703774	0.0841237
31.9431	9.86825	3.1972	0.824178	0.306661	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	0.712005	0.0841237
31.8996	9.84268	3.24723	0.775987	0.233101	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	0.712005	0.697901
34.6144	10.7235	2.80555	0.21942	-0.275369	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	1.64934	0.697901
34.7093	10.7624	3.01514	0.214209	-0.259133	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	1.64934	2.55446
37.1396	12.0767	3.00268	0.596821	0.154057	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	0.575955	2.55446
37.2179	12.0966	3.17076	0.555527	0.0742747	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	0.575955	1.66271
40.3019	13.4589	3.32739	0.289352	-0.147304	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	1.01007	1.66271
40.2387	13.4399	3.19048	0.29736	-0.148098	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	1.01007	1.11034
42.7648	14.8216	3.20808	0.582317	0.12919	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	0.272675	1.11034
42.7417	14.8129	3.28667	0.555581	0.0851146	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.272675	0.226333
45.3461	16.5471	3.38131	0.587513	0.0497853	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	0.20424	0.226333
45.3959	16.5645	3.35861	0.592013	0.0648259	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	0.20424	0.697754
48.1518	17.2924	3.23686	0.131635	-0.272828	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	0.448098	0.697754
48.1287	17.281	3.08698	0.101192	-0.33538	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	0.448098	0.331631
50.6237	19.0533	2.90415	0.821842	0.340558	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	1.68038	0.331631
50.6021	19.0282	3.08407	0.708674	0.158608	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	1.68038	0.538356
53.6998	19.9004	2.99207	0.0336811	-0.382759	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	1.65221	0.538356
53.668	19.8902	2.98953	0.0452331	-0.369359	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	1.65221	0.276166
56.0405	21.0749	2.74216	0.513691	0.166472	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	1.30179	0.276166
56.0073	21.0589	2.79436	0.490439	0.139104	55.867	20.985	55.9669	20.9874	2.56561	0.978022	1.30179	0.367864
